cik,Fiscal Year Month,Fiscal Year Day,Fiscal  Year,Accelerated Filer (Yes/No),Shell company,Public Float Month,Public Float Day,Public Float Year,Public Float,Managements Report (Yes/No),gvkey,,Note: This data comes from company 10K filings collected through EDGAR. 
1046832,12,31,2001,,,3,15,2002,144140909,,137881,,
1046832,12,31,2002,1,,6,28,2002,250128720,,137881,,
1046832,12,31,2003,1,,6,30,2003,104384089,,137881,,
1046832,12,31,2004,1,,6,30,2004,96633726,1,137881,,
1046832,12,31,2005,1,0,6,30,2005,112257912,1,137881,,
897077,12,31,2001,,,2,28,2002,90744326,,27960,,
897077,12,31,2002,0,,2,28,2003,69367489,,27960,,
897077,12,31,2003,1,,6,30,2003,75516288,,27960,,
897077,12,31,2004,1,,6,30,2004,98276962,1,27960,,
897077,12,31,2005,1,0,6,30,2005,116116030,1,27960,,
766561,12,31,2001,,,2,28,2002,215856156,,6995,,
766561,12,31,2002,1,,6,30,2002,198842730,,6995,,
766561,12,31,2003,1,,6,30,2003,153317388,,6995,,
766561,12,31,2004,1,,6,30,2004,124990967,1,6995,,
766561,12,31,2005,1,0,6,30,2005,99901710,1,6995,,
803016,6,30,2001,,,9,12,2001,42997116,,13289,,
803016,6,30,2002,,,9,20,2002,38505437,,13289,,
803016,6,30,2003,0,,9,19,2003,39360541,,13289,,
803016,6,30,2004,0,,12,31,2003,46558403,,13289,,
803016,6,30,2005,0,,12,31,2004,42348825,0,13289,,
803016,6,30,2006,0,0,12,31,2005,44905000,0,13289,,
909954,9,30,2001,,,11,30,2001,65659000,,28877,,
909954,9,30,2002,0,,12,5,2002,39530000,,28877,,
909954,9,30,2003,0,,4,12,2003,49166000,,28877,,
909954,9,30,2004,1,,4,10,2004,93148000,,28877,,
909954,9,30,2005,1,0,10,30,2005,204000000,1,28877,,
909954,9,30,2006,1,0,4,8,2006,190000000,1,28877,,
357097,12,31,2001,,,3,15,2002,33785040,,21132,,
357097,12,31,2002,0,,3,24,2003,23831501,,21132,,
357097,12,31,2003,0,,6,30,2003,36059194,,21132,,
357097,12,31,2004,1,,6,30,2004,251550808,1,21132,,
357097,12,31,2005,1,0,6,30,2005,121253211,1,21132,,
1051118,12,31,2001,,,12,31,2001,7161634,,120723,,
1051118,12,31,2002,0,,6,28,2002,4351000,,120723,,
1051118,12,31,2003,0,,6,30,2003,26251000,,120723,,
1051118,12,31,2004,0,,6,30,2004,22307000,0,120723,,
1051118,12,31,2005,0,0,6,30,2005,8002000,0,120723,,
1122787,3,31,2001,,,6,20,2001,193300000,,143527,,
1122787,3,31,2002,,,6,27,2002,142200000,,143527,,
1122787,3,31,2003,0,,,,,58800000,,143527,,
1122787,3,31,2004,1,,6,7,2004,151700000,,143527,,
1122787,3,31,2005,1,,6,2,2005,188900000,1,143527,,
1122787,3,31,2006,1,0,6,1,2006,144000000,1,143527,,
739608,8,31,2001,,,10,26,2001,54200000,,11748,,
739608,8,31,2002,,,10,29,2002,85500000,,11748,,
739608,8,31,2003,1,,10,31,2003,87200000,,11748,,
739608,8,31,2004,1,,2,27,2004,98300000,,11748,,
739608,8,31,2005,1,0,2,28,2005,86800000,1,11748,,
739608,8,31,2006,1,0,2,28,2006,81500000,1,11748,,
880026,12,31,2001,,,3,25,2002,39663000,,24704,,
880026,12,31,2002,0,,6,28,2002,49549169,,24704,,
880026,12,31,2003,0,,6,29,2003,50822000,,24704,,
880026,12,31,2004,1,,6,27,2004,83549809,1,24704,,
880026,12,31,2005,0,0,6,30,2005,0,0,24704,,
1258655,,,2001,,,,,,,,117358,,
1258655,,,2002,,,,,,,,117358,,
1258655,12,31,2003,0,,6,30,2003,50023345,,117358,,
1258655,,,2004,,,,,,,,117358,,
1258655,,,2005,,,,,,,,117358,,
874734,12,31,2001,,,3,15,2002,103950000,,24198,,
874734,12,31,2002,1,,6,30,2002,120788000,,24198,,
874734,12,31,2003,1,,6,30,2003,223548000,,24198,,
874734,12,31,2004,1,,6,30,2004,107441000,1,24198,,
874734,12,31,2005,1,0,6,30,2005,61026000,1,24198,,
1085621,12,31,2001,,,3,1,2002,284000000,,122536,,
1085621,12,31,2002,0,,6,28,2002,59700000,,122536,,
1085621,12,31,2003,1,,6,30,2003,134500000,,122536,,
1085621,12,31,2004,1,,6,30,2004,291300000,1,122536,,
1085621,12,31,2005,1,0,6,30,2005,275000000,1,122536,,
1113148,12,31,2001,,,2,28,2002,140000000,,138123,,
1113148,12,31,2002,1,,6,28,2002,108000000,,138123,,
1113148,12,31,2003,1,,6,30,2003,74000000,,138123,,
1113148,12,31,2004,1,,6,30,2004,79900000,1,138123,,
1113148,12,31,2005,1,0,6,30,2005,75300000,1,138123,,
202890,12,31,2001,,,3,1,2002,97739206,,13712,,
202890,12,31,2002,1,,6,28,2002,124331330,,13712,,
202890,12,31,2003,1,,6,30,2003,82822413,,13712,,
202890,12,31,2004,1,,6,30,2004,171157537,1,13712,,
202890,12,31,2005,1,0,6,30,2005,686549137,1,13712,,
64463,9,30,2001,,,12,3,2001,53494291,,7183,,
64463,12,31,2002,0,,6,28,2002,54335114,,7183,,
64463,12,31,2003,0,,6,30,2003,65436028,,7183,,
64463,12,31,2004,1,,6,30,2004,141233398,1,7183,,
64463,12,31,2005,1,0,6,30,2005,101988058,1,7183,,
30140,3,31,2001,,,6,25,2001,113371000,,4077,,
30140,3,31,2002,,,6,14,2002,206271000,,4077,,
30140,3,31,2003,1,,6,6,2003,205378000,,4077,,
30140,3,31,2004,1,,6,10,2004,141000000,,4077,,
30140,3,31,2005,1,,9,30,2004,104000000,1,4077,,
30140,3,31,2006,1,0,9,30,2005,99624000,1,4077,,
849043,12,31,2001,,,3,1,2002,183571000,,19069,,
849043,12,31,2002,1,,6,28,2002,158297000,,19069,,
849043,12,31,2003,1,,6,30,2003,65622906,,19069,,
849043,12,31,2004,1,,6,30,2004,146000000,1,19069,,
849043,12,31,2005,1,0,6,30,2005,138000000,1,19069,,
796486,,,2001,,,,,,,,12484,,
796486,,,2002,,,,,,,,12484,,
796486,12,31,2003,0,,6,30,2003,61700000,,12484,,
796486,12,31,2004,1,0,6,30,2004,116600000,1,12484,,
796486,12,31,2005,0,0,6,30,2005,23600000,0,12484,,
1114084,,,2001,,,,,,,,146735,,
1114084,,,2002,,,,,,,,146735,,
1114084,12,31,2003,0,,,,,,,146735,,
1114084,12,31,2004,1,,6,30,2004,123914000,1,146735,,
1114084,12,31,2005,1,0,6,30,2005,104688787,1,146735,,
37472,6,30,2001,,,8,10,2001,32046000,,4771,,
37472,6,30,2002,,,8,9,2002,44838000,,4771,,
37472,6,30,2003,1,,8,4,2003,55400000,,4771,,
37472,6,30,2004,1,,8,20,2004,67138936,,4771,,
37472,6,30,2005,1,0,8,19,2005,55843831,1,4771,,
37472,6,30,2006,1,0,12,31,2005,55420517,1,4771,,
100726,6,30,2001,,,9,4,2001,495884783,,10839,,
100726,6,30,2002,,,9,4,2002,398115568,,10839,,
100726,6,30,2003,1,,12,27,2002,253772733,,10839,,
100726,6,30,2004,1,,12,28,2003,306670013,,10839,,
100726,6,30,2005,1,0,12,24,2004,193287518,1,10839,,
100726,6,30,2006,1,0,12,23,2005,145387494,1,10839,,
1137067,1,31,2001,,,,,,,,143277,,
1137067,1,31,2002,,,4,1,2002,94733649,,143277,,
1137067,2,1,2003,1,,8,2,2002,76290358,,143277,,
1137067,1,31,2004,1,,8,1,2003,80823089,,143277,,
1137067,,,2005,,,,,,,,143277,,
1137067,,,2006,,,,,,,,143277,,
76174,12,31,2001,,,3,15,2001,87937727,,122099,,
76174,12,31,2002,0,,2,28,2003,38554866,,122099,,
76174,12,31,2003,1,,6,30,2004,150826031,,122099,,
76174,12,31,2004,1,,6,30,2005,236943069,1,122099,,
76174,,,,,,,,,,,122099,,
911650,3,31,2001,,,6,15,2001,25419401,,29433,,
911650,3,31,2002,,,6,18,2002,24930587,,29433,,
911650,3,31,2003,0,,9,30,2002,21890153,,29433,,
911650,3,31,2004,0,,9,30,2003,51806695,,29433,,
911650,3,31,2005,1,,9,30,2004,347525175,1,29433,,
911650,3,31,2006,1,0,9,30,2005,152630178,1,29433,,
881695,12,31,2001,,,3,28,2002,5675513,,26038,,
881695,12,31,2002,0,,6,28,2002,8596026,,26038,,
881695,12,31,2003,0,,6,30,2003,46849692,,26038,,
881695,12,31,2004,1,,6,30,2004,204869095,1,26038,,
881695,12,31,2005,1,0,6,30,2005,291857697,1,26038,,
810332,9,30,2001,,,12,11,2001,227400000,,13241,,
810332,9,30,2002,1,,12,6,2002,154200000,,13241,,
810332,9,30,2003,1,,3,31,2003,153300000,,13241,,
810332,9,30,2004,1,,12,1,2004,226000000,,13241,,
810332,9,30,2005,1,0,12,1,2005,305600000,1,13241,,
810332,9,30,2006,1,0,12,1,2006,270300000,1,13241,,
830260,12,31,2001,,,1,31,2002,148246310,,14384,,
830260,12,31,2002,1,,6,28,2002,153460617,,14384,,
830260,12,31,2003,1,,6,30,2003,76054076,,14384,,
830260,12,31,2004,1,,6,30,2004,390220333,1,14384,,
830260,12,31,2005,1,0,6,30,2005,607698885,1,14384,,
880431,12,31,2001,,,3,20,2002,78398000,,24771,,
880431,12,31,2002,0,,6,28,2002,41446000,,24771,,
880431,12,31,2003,0,,6,30,2003,64570000,,24771,,
880431,12,31,2004,1,,6,30,2004,220622228,1,24771,,
880431,12,31,2005,1,0,6,30,2005,97276946,1,24771,,
1123647,12,31,2001,,,3,21,2002,29020963,,141982,,
1123647,12,31,2002,0,,6,28,2002,18271364,,141982,,
1123647,12,31,2003,0,,6,30,2003,68762875,,141982,,
1123647,12,31,2004,1,,6,30,2004,94935548,1,141982,,
1123647,12,31,2005,1,0,6,30,2005,426436897,1,141982,,
1012270,12,31,2001,,,3,15,2002,102771570,,63084,,
1012270,12,31,2002,0,,6,28,2002,71100000,,63084,,
1012270,12,31,2003,1,,6,30,2003,130600000,,63084,,
1012270,12,31,2004,1,,6,30,2004,114500000,1,63084,,
1012270,12,31,2005,1,0,6,30,2005,107200000,1,63084,,
1028358,,,2001,,,,,,,,155615,,
1028358,,,2002,,,,,,,,155615,,
1028358,12,31,2003,0,,,,,,,155615,,
1028358,12,31,2004,1,,6,30,2004,167900000,1,155615,,
1028358,12,31,2005,1,0,6,30,2005,268670027,1,155615,,
1107216,12,31,2001,,,3,1,2002,125031443,,135004,,
1107216,12,31,2002,0,,,,,69813441,,135004,,
1107216,12,31,2003,0,,,,,73695524,,135004,,
1107216,12,31,2004,1,,,,,171673325,1,135004,,
1107216,12,31,2005,1,0,,,,263053000,1,135004,,
1125845,12,31,2001,,,3,25,2002,82675159,,64902,,
1125845,12,31,2002,0,,6,30,2002,33319274,,64902,,
1125845,12,31,2003,0,,6,30,2003,39057220,,64902,,
1125845,12,31,2004,0,,6,30,2004,63897741,0,64902,,
1125845,12,31,2005,1,0,6,30,2005,86106223,1,64902,,
1111665,12,31,2001,,,3,15,2002,54094228,,138613,,
1111665,12,31,2002,0,,6,28,2002,35219680,,138613,,
1111665,12,31,2003,0,,6,30,2003,36176088,,138613,,
1111665,12,31,2004,1,,6,30,2004,131078871,1,138613,,
1111665,12,31,2005,1,0,6,30,2005,66168233,1,138613,,
1014739,12,31,2001,,,3,1,2002,377000000,,63490,,
1014739,12,31,2002,1,,3,6,2003,140300000,,63490,,
1014739,12,31,2003,1,,6,30,2003,137653037,,63490,,
1014739,12,31,2004,1,,6,30,2004,184246242,1,63490,,
1014739,12,31,2005,1,0,6,30,2005,214012152,1,63490,,
940659,12,31,2001,,,3,21,2002,116891864,,64497,,
940659,12,31,2002,1,,6,28,2002,105965258,,64497,,
940659,12,31,2003,1,,6,30,2003,117812058,,64497,,
940659,,,2004,,,,,,,,64497,,
940659,,,2005,,,,,,,,64497,,
887921,12,31,2001,,,12,31,2001,59048459,,62290,,
887921,12,31,2002,0,,6,28,2002,43887368,,62290,,
887921,12,31,2003,0,,6,30,2003,35644314,,62290,,
887921,12,31,2004,1,,6,30,2004,438834044,1,62290,,
887921,12,31,2005,1,0,6,30,2005,460699713,1,62290,,
851520,12,31,2001,,,3,15,2002,72489194,,23027,,
851520,12,31,2002,0,,6,28,2002,72550624,,23027,,
851520,12,31,2003,1,,7,3,2003,100167134,,23027,,
851520,12,31,2004,1,,7,2,2004,186426798,1,23027,,
851520,12,31,2005,1,0,7,1,2005,191434111,1,23027,,
1062195,12,31,2001,,,3,26,2002,8419000,,113498,,
1062195,12,31,2002,0,,3,26,2003,8700009,,113498,,
1062195,12,31,2003,0,,6,30,2003,48080114,,113498,,
1062195,12,31,2004,1,,6,30,2004,185865050,1,113498,,
1062195,12,31,2005,1,0,6,30,2005,181572446,1,113498,,
888504,1,31,2001,,,3,30,2001,29781661,,25680,,
888504,1,31,2002,,,3,22,2002,37534984,,25680,,
888504,1,31,2003,1,,3,20,2003,30256813,,25680,,
888504,1,31,2004,1,,,,,93175650,,25680,,
888504,1,31,2005,1,,7,30,2004,137559758,1,25680,,
888504,1,31,2006,1,0,7,29,2005,238642980,1,25680,,
1098834,12,31,2001,,,3,28,2002,47333351,,129624,,
1098834,12,31,2002,0,,6,28,2002,53805539,,129624,,
