cik,Fiscal Year Month,Fiscal Year Day,Fiscal  Year,Accelerated Filer (Yes/No),Shell company,Public Float Month,Public Float Day,Public Float Year,Public Float,Managements Report (Yes/No),gvkey,,Note: This data comes from company 10K filings collected through EDGAR. 
823560,3,31,2001,,,6,22,2001,6000000,,14296,,
823560,3,31,2002,,,6,26,2002,12500000,,14296,,
823560,3,31,2003,0,,9,30,2002,8500000,,14296,,
823560,3,31,2004,0,,9,30,2004,10565000,,14296,,
823560,3,31,2005,0,,9,30,2004,25570000,0,14296,,
823560,3,31,2006,0,0,9,30,2005,23300000,0,14296,,
1004989,12,31,2001,,,3,27,2002,43675787,,62302,,
1004989,12,31,2002,0,,6,30,2002,12147050,,62302,,
1004989,12,31,2003,0,,6,30,2003,20892441,,62302,,
1004989,12,31,2004,0,,6,30,2004,4799006,0,62302,,
1004989,12,31,2005,0,0,6,30,2005,10083534,0,62302,,
920691,12,31,2001,,,3,11,2002,133588426,,30265,,
920691,12,31,2002,0,,3,19,2003,23125420,,30265,,
920691,12,31,2003,1,,3,29,2004,21558357,,30265,,
920691,12,31,2004,1,,6,30,2004,20246815,1,30265,,
920691,12,31,2005,0,0,6,30,2005,18584154,0,30265,,
891504,12,31,2001,,,3,4,2002,271025000,,31689,,
891504,12,31,2002,1,,6,28,2002,151191000,,31689,,
891504,12,31,2003,1,,7,2,2003,44499000,,31689,,
891504,12,31,2004,1,,6,30,2004,56497000,1,31689,,
891504,12,31,2005,0,0,6,29,2005,14819374,1,31689,,
878280,6,30,2001,,,9,25,2001,92659000,,24537,,
878280,6,29,2002,,,9,19,2002,80000000,,24537,,
878280,6,28,2003,1,,12,28,2002,97000000,,24537,,
878280,7,3,2004,1,,12,27,2003,123500000,0,24537,,
878280,7,2,2005,1,0,1,1,2005,64389841,1,24537,,
878280,7,1,2006,0,0,12,31,2005,27856787,0,24537,,
879884,12,31,2001,,,3,25,2002,13592903,,24841,,
879884,12,31,2002,0,,6,28,2002,19173479,,24841,,
879884,12,31,2003,0,,6,30,2003,9979314,,24841,,
879884,12,31,2004,0,,6,30,2004,9008681,0,24841,,
879884,12,31,2005,0,0,6,30,2005,14862807,0,24841,,
1052595,12,31,2001,,,3,15,2002,62150047,,109079,,
1052595,12,31,2002,1,,6,30,2002,53626800,,109079,,
1052595,12,31,2003,0,,6,30,2003,45500000,,109079,,
1052595,12,31,2004,0,,6,30,2004,48400000,0,109079,,
1052595,12,31,2005,0,0,6,30,2005,61100000,0,109079,,
805054,12,31,2001,,,3,18,2002,45259834,,14145,,
805054,12,31,2002,,,6,30,2002,81656080,,14145,,
805054,12,31,2003,0,,6,30,2003,57593408,,14145,,
805054,12,31,2004,0,,6,30,2004,73161000,0,14145,,
805054,12,31,2005,1,0,6,30,2005,123072000,1,14145,,
1122342,12,31,2001,,,3,1,2002,39192751,,141236,,
1122342,12,31,2002,1,,6,28,2002,20113055,,141236,,
1122342,12,31,2003,0,,3,3,2004,44178389,,141236,,
1122342,12,31,2004,0,,3,8,2005,29525536,0,141236,,
1122342,12,31,2005,0,0,3,8,2006,48563128,0,141236,,
1052958,12,31,2001,,,3,15,2002,4459279,,109423,,
1052958,12,31,2002,0,,6,28,2002,7786602,,109423,,
1052958,12,31,2003,0,,6,30,2003,9326005,,109423,,
1052958,,,2004,,,,,,,,109423,,
1052958,,,2005,,,,,,,,109423,,
37643,12,31,2001,,,3,8,2002,53903615,,4801,,
37643,12,31,2002,,,2,12,2003,54140194,,4801,,
37643,12,31,2003,0,,6,30,2003,63767485,,4801,,
37643,12,31,2004,0,,6,30,2004,71150684,0,4801,,
37643,12,31,2005,0,0,6,30,2005,71400000,0,4801,,
10048,9,30,2001,,,12,14,2001,12802000,,2052,,
10048,9,30,2002,,,12,23,2002,12952000,,2052,,
10048,9,30,2003,0,,12,23,2003,20506000,,2052,,
10048,9,30,2004,0,,12,20,2004,43830000,,2052,,
10048,9,30,2005,0,,12,20,2005,64976000,0,2052,,
10048,9,30,2006,0,,3,31,2006,70195000,0,2052,,
1020017,12,31,2001,,,3,18,2002,1235007,,65045,,
1020017,12,31,2002,,,6,28,2002,3470992,,65045,,
1020017,12,31,2003,0,,6,30,2003,3629681,,65045,,
1020017,12,31,2004,0,,6,30,2004,25196736,0,65045,,
1020017,12,31,2005,0,0,6,30,2005,30571992,0,65045,,
887226,6,30,2001,,,9,17,2001,8500000,,25676,,
887226,6,30,2002,,,9,17,2002,11100000,,25676,,
887226,6,30,2003,0,,12,31,2002,18000000,,25676,,
887226,6,30,2004,0,,12,31,2003,64300000,,25676,,
887226,6,30,2005,0,0,12,31,2004,62100000,0,25676,,
887226,6,30,2006,0,0,12,31,2005,56400000,0,25676,,
944522,12,31,2001,,,3,19,2002,96637534,,61167,,
944522,12,31,2002,0,,6,28,2002,9715029,,61167,,
944522,12,31,2003,0,,6,30,2003,47555968,,61167,,
944522,12,31,2004,1,,6,30,2004,208726428,1,61167,,
944522,12,31,2005,1,0,6,30,2005,145363483,1,61167,,
1053361,12,31,2001,,,3,20,2002,42246331,,141241,,
1053361,12,31,2002,0,,6,30,2002,34006000,,141241,,
1053361,12,31,2003,0,,6,30,2003,25868665,,141241,,
1053361,12,31,2004,0,,6,30,2004,20629876,0,141241,,
1053361,12,31,2005,0,0,6,30,2005,13792654,0,141241,,
319459,12,31,2001,,,3,21,2002,72167829,,14114,,
319459,12,31,2002,1,,6,28,2002,25313355,,14114,,
319459,12,31,2003,0,,6,30,2003,49030863,,14114,,
319459,12,31,2004,1,,6,30,2004,136522433,1,14114,,
319459,,,2005,,,,,,,,14114,,
817785,12,31,2001,,,3,15,2002,31758000,,21659,,
817785,12,31,2002,0,,6,28,2002,10599000,,21659,,
817785,12,31,2003,0,,6,30,2003,71131000,,21659,,
817785,12,31,2004,0,,6,30,2004,49886000,0,21659,,
817785,12,31,2005,0,0,6,30,2005,26831000,0,21659,,
887247,12,31,2001,,,3,5,2002,74196080,,61166,,
887247,12,31,2002,0,,6,28,2002,27767037,,61166,,
887247,12,31,2003,0,,6,30,2003,51755662,,61166,,
887247,12,31,2004,0,,6,30,2004,37238861,0,61166,,
887247,12,31,2005,0,0,6,30,2005,43547000,0,61166,,
830524,8,31,2001,,,10,31,2002,42061000,,3203,,
830524,8,31,2002,,,10,31,2002,37154000,,3203,,
830524,8,31,2003,0,,1,31,2003,41404000,,3203,,
830524,8,31,2004,0,,2,27,2004,32672884,,3203,,
830524,8,31,2005,0,,2,28,2005,38668723,0,3203,,
830524,8,31,2006,0,0,2,28,2006,36975000,0,3203,,
1110189,12,31,2001,,,3,26,2002,23597341,,108631,,
1110189,12,31,2002,0,,3,21,2003,11652493,,108631,,
1110189,12,31,2003,0,,3,25,2003,112921667,,108631,,
1110189,12,31,2004,0,,3,14,2005,42496000,,108631,,
1110189,12,31,2005,0,0,6,30,2005,45487104,0,108631,,
799698,12,31,2001,,,4,11,2002,11100000,,13184,,
799698,12,31,2002,0,,6,28,2002,8445000,,13184,,
799698,12,31,2003,0,,6,30,2003,42682165,,13184,,
799698,12,31,2004,0,,6,30,2004,33288000,,13184,,
799698,12,31,2005,0,0,6,30,2005,49272313,0,13184,,
787784,12,31,2001,,,3,22,2002,23000000,,64839,,
787784,12,31,2002,0,,6,28,2002,34900000,,64839,,
787784,12,31,2003,0,,6,30,2003,39300000,,64839,,
787784,12,31,2004,1,,6,30,2004,123900000,1,64839,,
787784,12,31,2005,1,,6,30,2005,360700000,1,64839,,
854460,8,31,2001,,,10,31,2001,89000000,,18484,,
854460,8,31,2002,,,11,15,2002,263000000,,18484,,
854460,8,31,2003,1,,2,28,2003,113000000,,18484,,
854460,8,31,2004,1,,2,29,2004,84000000,0,18484,,
854460,8,31,2005,1,0,2,28,2005,41000000,1,18484,,
854460,,,2006,,,,,,,,18484,,
926761,12,31,2001,,,3,19,2002,13770000,,31099,,
926761,12,31,2002,0,,3,17,2003,25280000,,31099,,
926761,12,31,2003,0,,3,15,2004,31097000,,31099,,
926761,12,31,2004,0,,6,30,2004,40027500,0,31099,,
926761,12,31,2005,0,0,6,30,2005,41566000,0,31099,,
944508,12,31,2001,,,3,25,2002,16265269,,64102,,
944508,12,28,2002,,,3,23,2003,15031234,,64102,,
944508,12,27,2003,0,,6,28,2003,34022860,,64102,,
944508,12,31,2004,0,,6,25,2004,26187413,0,64102,,
944508,12,31,2005,0,0,6,25,2005,52500000,0,64102,,
889348,12,31,2001,,,4,10,2002,3789154,,25726,,
889348,12,31,2002,0,,3,26,2003,24864796,,25726,,
889348,12,31,2003,0,,3,24,2004,39741555,,25726,,
889348,12,31,2004,0,,3,24,2005,47401024,0,25726,,
889348,12,31,2005,0,0,6,30,2005,38305917,0,25726,,
861291,12,31,2001,,,2,28,2002,41058000,,23080,,
861291,12,29,2002,0,,6,30,2002,47081398,,23080,,
861291,12,28,2003,0,,6,29,2003,35190000,,23080,,
861291,,,2004,,,,,,,,23080,,
861291,,,2005,,,,,,,,23080,,
920990,12,31,2001,,,3,21,2002,648762865,,63525,,
920990,12,31,2002,1,,6,28,2002,211641097,,63525,,
920990,12,31,2003,1,,6,30,2003,95221383,,63525,,
920990,12,31,2004,1,,6,30,2004,36182194,1,63525,,
920990,12,31,2005,0,0,6,30,2005,19811342,0,63525,,
1114365,12,31,2001,,,3,22,2002,31900000,,139922,,
1114365,12,31,2002,0,,6,28,2002,34400000,,139922,,
1114365,12,31,2003,0,,6,30,2003,8900000,,139922,,
1114365,12,31,2004,0,,6,30,2004,16200000,0,139922,,
1114365,12,31,2005,0,0,6,30,2005,10800000,0,139922,,
1085866,12,31,2001,,,3,18,2002,29113916,,124595,,
1085866,12,31,2002,0,,,,,9819759,,124595,,
1085866,12,31,2003,0,,,,,19801538,,124595,,
1085866,12,31,2004,0,,,,,43357776,0,124595,,
1085866,12,31,2005,0,0,,,,14165558,0,124595,,
352825,12,31,2001,,,3,13,2002,52546151,,4860,,
352825,12,31,2002,,0,3,14,2003,36793031,,4860,,
352825,12,31,2003,0,,,,,46740506,,4860,,
352825,12,31,2004,1,,,,,76584384,1,4860,,
352825,12,31,2005,1,0,,,,90067636,1,4860,,
899426,12,31,2001,,,3,8,2002,8592802,,63374,,
899426,12,31,2002,0,,3,24,2003,9102970,,63374,,
899426,12,31,2003,0,,3,22,2004,51002000,,63374,,
899426,12,31,2004,0,,3,29,2005,33649000,0,63374,,
899426,12,31,2005,0,0,3,29,2006,32344000,0,63374,,
33113,2,23,2001,,,5,21,2001,28536000,,4415,,
33113,2,22,2002,,,5,15,2002,38976000,,4415,,
33113,4,30,2003,0,,8,23,2002,29201000,,4415,,
33113,2,27,2004,0,,5,14,2004,46503000,0,4415,,
33113,2,25,2005,0,,5,6,2005,32169000,0,4415,,
33113,2,24,2006,0,,8,26,2005,32494000,0,4415,,
860451,12,31,2001,,,3,21,2002,58625000,,10321,,
860451,12,31,2002,0,,6,28,2002,57046775,,10321,,
860451,12,31,2003,0,,6,30,2003,63130558,,10321,,
860451,12,31,2004,0,,3,14,2005,45801000,0,10321,,
860451,,,2005,,,,,,,,10321,,
878903,12,31,2001,,,2,20,2002,134651713,,24648,,
878903,12,31,2002,0,,6,28,2002,65516106,,24648,,
878903,12,31,2003,1,,6,30,2003,173745192,,24648,,
878903,12,31,2004,1,,6,30,2004,47636963,1,24648,,
878903,12,31,2005,0,0,6,30,2005,12736517,0,24648,,
1009657,12,31,2001,,,3,20,2002,100006107,,65215,,
1009657,12,31,2002,0,,,,,39100000,,65215,,
1009657,12,31,2003,0,,6,29,2003,17400000,,65215,,
1009657,,,2004,,,,,,,,65215,,
1009657,,,2005,,,,,,,,65215,,
768162,12,31,2001,,,3,14,2002,21787193,,12051,,
768162,12,31,2002,0,,6,28,2002,27058510,,12051,,
768162,12,31,2003,0,,6,30,2003,29190545,,12051,,
768162,12,31,2004,0,,6,30,2004,34674593,0,12051,,
768162,,,2005,,,,,,,,12051,,
1016607,1,31,2001,,,4,2,2001,204578049,,64820,,
1016607,1,31,2002,,,4,1,2002,150292577,,64820,,
1016607,1,31,2003,0,,4,31,2003,44896383,,64820,,
1016607,1,31,2004,1,,,,,142007148,,64820,,
1016607,1,31,2005,1,,,,,87273366,1,64820,,
1016607,1,31,2006,1,0,,,,135794536,1,64820,,
1041803,8,31,2001,,,10,10,2001,102595937,,65343,,
1041803,8,31,2002,,,10,20,2002,88401231,,65343,,
1041803,8,31,2003,0,,2,28,2003,71216847,,65343,,
1041803,8,31,2004,0,,2,29,2004,27250527,,65343,,
1041803,8,31,2005,0,0,2,28,2005,70573447,0,65343,,
1041803,8,31,2006,1,0,2,28,2006,86501904,1,65343,,
820738,3,31,2001,,,6,28,2001,26311354,,13940,,
820738,3,31,2002,0,,6,21,2002,10750274,,13940,,
820738,3,31,2003,0,,5,20,2003,14854430,,13940,,
820738,3,31,2004,0,,6,9,2004,12915069,0,13940,,
820738,3,31,2005,0,,5,31,2005,16324569,0,13940,,
820738,3,31,2006,0,0,3,31,2006,25549055,0,13940,,
30302,1,28,2001,,,3,2,2001,946437,,4090,,
30302,3,2,2002,,,3,1,2002,20315251,,4090,,
30302,2,3,2003,0,,8,4,2002,20701472,,4090,,
30302,2,1,2004,0,,8,4,2003,34438200,,4090,,
30302,1,30,2005,0,,8,2,2004,60181030,0,4090,,
30302,1,29,2006,1,0,8,1,2005,91330015,1,4090,,
943320,12,31,2001,,,3,20,2002,38315679,,60802,,
943320,12,31,2002,0,,3,19,2003,39021577,,60802,,
943320,12,31,2003,0,,3,24,2004,63472358,,60802,,
943320,12,31,2004,0,,6,30,2004,48217718,0,60802,,
943320,12,31,2005,1,0,6,30,2005,367561434,1,60802,,
1043915,4,30,2001,,,7,12,2001,6400000,,65550,,
1043915,4,30,2002,,,7,12,2002,4500000,,65550,,
1043915,4,30,2003,0,,10,31,2002,3900000,,65550,,
1043915,4,30,2004,0,,10,31,2003,8200000,,65550,,
1043915,4,30,2005,0,,10,29,2004,5500000,0,65550,,
1043915,4,30,2006,0,0,10,31,2005,6900000,0,65550,,
899751,12,31,2001,,,2,28,2002,81288372,,28295,,
899751,12,31,2002,,,1,31,2003,19398013,,28295,,
899751,12,31,2003,0,,6,30,2003,20804342,,28295,,
899751,12,31,2004,1,,6,30,2004,123334479,1,28295,,
899751,12,31,2005,1,,6,30,2005,217653292,1,28295,,
1016281,12,31,2001,,,3,25,2002,45000000,,63456,,
1016281,12,31,2002,0,,6,28,2002,42000000,,63456,,
1016281,12,31,2003,0,,6,27,2003,40000000,,63456,,
1016281,12,31,2004,0,,6,30,2004,74930000,0,63456,,
1016281,12,31,2005,1,0,6,30,2005,98100000,1,63456,,
857953,12,31,2001,,,3,29,2002,76000000,,21488,,
857953,12,31,2002,0,,6,28,2002,45000000,,21488,,
857953,12,31,2003,0,,6,30,2003,30000000,,21488,,
857953,12,31,2004,0,,6,30,2004,59600000,0,21488,,
857953,12,31,2005,0,0,6,30,2005,47300000,0,21488,,
1018164,12,31,2001,,,3,4,2002,19700000,,63596,,
1018164,12,31,2002,0,,,,,21400000,,63596,,
1018164,12,31,2003,0,,,,,20700000,,63596,,
1018164,12,31,2004,0,,,,,37600000,0,63596,,
1018164,12,31,2005,0,0,6,30,2005,48700000,0,63596,,
23111,12,31,2001,,,3,15,2002,82951000,,3342,,
23111,12,31,2002,1,,6,28,2002,80200000,,3342,,
23111,12,31,2003,1,,,,,46100000,,3342,,
23111,12,31,2004,1,,,,,64800000,1,3342,,
23111,12,31,2005,1,0,,,,60600000,1,3342,,
1088771,12,31,2001,,,3,18,2002,87400903,,123435,,
1088771,12,31,2002,0,,6,30,2002,65000000,,123435,,
1088771,12,31,2003,0,,6,30,2003,50800000,,123435,,
1088771,12,31,2004,0,,6,30,2004,72000000,0,123435,,
1088771,,,2005,,,,,,,,123435,,
821536,12,31,2001,,,3,18,2002,17550948,,14606,,
821536,12,31,2002,0,,6,28,2002,11238111,,14606,,
821536,12,31,2003,0,,6,28,2003,14945729,,14606,,
821536,12,31,2004,0,,6,28,2004,44009280,0,14606,,
821536,12,31,2005,0,0,7,2,2005,44699073,0,14606,,
206030,12,31,2001,,,3,1,2002,22411414,,11142,,
206030,12,31,2002,0,,6,28,2002,26528618,,11142,,
206030,12,31,2003,0,,6,30,2003,30218048,,11142,,
206030,12,31,2004,0,,7,2,2004,72692670,0,11142,,
206030,12,31,2005,1,0,7,2,2005,89404981,1,11142,,
1081661,12,31,2001,,,2,28,2002,30742320,,121437,,
1081661,12,31,2002,0,,6,30,2002,16267900,,121437,,
1081661,12,31,2003,0,,6,30,2003,22565172,,121437,,
1081661,12,31,2004,0,,6,30,2004,54532432,0,121437,,
1081661,12,31,2005,0,0,6,30,2005,38375000,0,121437,,
821002,1,31,2001,,,3,30,2001,23537693,,19402,,
821002,1,31,2002,,,3,28,2002,23890528,,19402,,
821002,1,31,2003,0,,6,31,2002,20936869,,19402,,
821002,1,31,2004,0,,6,31,2003,22823782,0,19402,,
821002,1,31,2005,0,,6,31,2004,23749663,0,19402,,
821002,12,31,2005,0,0,6,31,2005,46053000,0,19402,,
22701,12,31,2001,,,3,15,2002,57843000,,3275,,
22701,12,31,2002,0,,3,21,2003,45302000,,3275,,
22701,12,31,2003,0,,3,18,2004,53764000,,3275,,
22701,12,31,2004,0,,6,30,2004,53062000,0,3275,,
22701,12,31,2005,0,0,6,30,2005,70181000,0,3275,,
1066684,12,31,2001,,,3,20,2002,1864894,,115313,,
1066684,12,31,2002,0,,6,28,2002,892594,,115313,,
1066684,12,31,2003,0,,3,24,2004,68114123,,115313,,
1066684,12,31,2004,0,,3,10,2005,18314614,0,115313,,
1066684,12,31,2005,0,0,3,20,2006,35581462,0,115313,,
921549,12,31,2001,,,2,28,2002,196273000,,62870,,
921549,12,31,2002,0,,6,28,2002,192986392,,62870,,
921549,12,31,2003,1,,6,30,2003,109744438,,62870,,
921549,12,31,2004,1,,6,30,2004,16634491,1,62870,,
921549,12,31,2005,1,0,6,30,2005,191715212,1,62870,,
1015739,12,31,2001,,,3,12,2002,140823207,,63454,,
1015739,12,31,2002,1,,6,28,2002,82905660,,63454,,
1015739,12,31,2003,1,,6,30,2003,51341703,,63454,,
1015739,12,31,2004,1,,6,30,2004,86720338,1,63454,,
1015739,12,31,2005,1,,6,30,2005,143452276,1,63454,,
811933,12,31,2001,,,3,15,2002,405000,,14016,,
811933,12,31,2002,,,3,31,2003,3524000,,14016,,
811933,12,31,2003,0,,12,31,2003,66416389,,14016,,
811933,12,31,2004,0,,12,31,2004,21345244,0,14016,,
811933,,,2005,,,,,,,,14016,,
822418,12,31,2001,,,11,30,2001,4813902,,25396,,
822418,12,31,2002,0,,2,28,2003,17268945,,25396,,
822418,12,31,2003,0,,2,29,2004,52549765,,25396,,
822418,12,31,2004,0,,2,28,2005,21863998,0,25396,,
822418,12,31,2005,0,,6,30,2005,20462575,0,25396,,
29806,12,31,2001,,,3,21,2002,,,4049,,
29806,12,31,2002,,,3,14,2003,75175450,,4049,,
29806,12,31,2003,1,,6,30,2003,81554550,,4049,,
29806,12,31,2004,1,,6,30,2004,49964250,1,4049,,
29806,12,31,2005,0,0,6,30,2005,39782399,1,4049,,
1129650,12,31,2001,,,3,22,2002,38000000,,142380,,
1129650,12,31,2002,0,,3,25,2002,21900000,,142380,,
1129650,12,31,2003,0,,6,30,2003,34800000,,142380,,
1129650,,,2004,,,,,,,,142380,,
1129650,,,2005,,,,,,,,142380,,
85417,12,2,2001,,,2,22,2002,32953424,,9259,,
85417,12,1,2002,0,,7,2,2002,29816956,,9259,,
85417,11,30,2003,0,,5,29,2003,17488803,,9259,,
85417,11,28,2004,0,,5,30,2004,43015586,0,9259,,
85417,11,27,2005,0,0,5,29,2005,37480540,0,9259,,
774937,6,29,2001,,,8,31,2001,23813811,,63026,,
774937,6,28,2002,,,8,23,2002,6679062,,63026,,
774937,6,27,2003,0,,12,27,2002,12725553,,63026,,
774937,7,2,2004,0,,1,2,2004,56060342,0,63026,,
774937,7,1,2005,0,0,12,31,2004,54402911,0,63026,,
774937,,,2006,,,,,,,,63026,,
906473,10,31,2001,,,12,18,2001,15997721,,28624,,
906473,10,31,2002,,,12,19,2002,22366886,,28624,,
906473,10,31,2003,1,,9,28,2003,111136687,,28624,,
906473,10,31,2004,0,,10,3,2004,31135000,,28624,,
906473,,,2005,,,,,,,,28624,,
906473,,,2006,,,,,,,,28624,,
1110903,9,30,2001,,,11,30,2001,11500000,,137641,,
1110903,9,30,2002,0,,11,29,2002,14492319,,137641,,
1110903,9,30,2003,1,,12,12,2003,155424351,,137641,,
1110903,9,30,2004,1,,3,31,2004,112178325,0,137641,,
1110903,9,30,2005,1,0,3,31,2005,53463400,1,137641,,
1110903,9,30,2006,1,0,3,31,2006,97596000,1,137641,,
875762,10,31,2001,,,1,22,2002,32228232,,62189,,
875762,10,31,2002,,,1,22,2003,9805422,,62189,,
875762,10,31,2003,0,,1,26,2004,38285354,,62189,,
875762,10,31,2004,0,,1,26,2005,37436512,0,62189,,
875762,10,31,2005,0,0,2,10,2006,37171267,0,62189,,
875762,,,2006,,,,,,,,62189,,
884130,12,31,2001,,,3,18,2002,47500000,,25181,,
884130,12,31,2002,0,,6,29,2002,52700000,,25181,,
884130,12,31,2003,0,,6,27,2003,49200000,,25181,,
884130,12,31,2004,0,,7,3,2004,49400000,0,25181,,
884130,12,31,2005,0,0,7,2,2005,56300000,0,25181,,
844143,11,27,2001,,,3,1,2002,8000000,,23062,,
844143,11,27,2002,0,,5,31,2002,11596000,,23062,,
844143,11,27,2003,0,,5,30,2003,43267092,,23062,,
844143,11,26,2004,0,,5,28,2004,25901000,0,23062,,
844143,11,26,2005,1,0,5,27,2005,134533958,1,23062,,
839087,5,31,2001,,,8,14,2001,214000000,,14985,,
839087,5,31,2002,,,8,12,2002,116980000,,14985,,
839087,5,31,2003,,,8,20,2003,50082000,,14985,,
839087,5,31,2004,0,,11,30,2003,57931000,,14985,,
839087,5,31,2005,0,,11,30,2004,52074000,0,14985,,
839087,5,31,2006,0,0,11,30,2005,23831000,0,14985,,
831547,12,31,2001,,,3,22,2002,49866601,,63650,,
831547,12,31,2002,,,6,28,2002,6147364,,63650,,
831547,12,31,2003,0,,6,30,2003,15398054,,63650,,
831547,12,31,2004,1,,6,30,2004,86466288,1,63650,,
831547,12,31,2005,1,0,6,30,2005,64185904,1,63650,,
788885,12,31,2001,,,3,11,2002,61025355,,19152,,
788885,12,31,2002,,,6,28,2002,63748323,,19152,,
788885,12,31,2003,0,,6,30,2003,59184658,,19152,,
788885,12,31,2004,0,,6,30,2004,62729906,0,19152,,
788885,12,31,2005,0,0,6,30,2005,62039576,0,19152,,
804888,3,31,2001,,,11,26,2001,384670004,,14524,,
804888,8,31,2002,,,11,20,2002,93026735,,14524,,
804888,3,31,2003,,,5,14,2003,57328820,,14524,,
804888,3,31,2004,1,,6,19,2004,36468082,,14524,,
804888,,,2005,,,,,,,,14524,,
804888,,,2006,,,,,,,,14524,,
1031951,12,31,2001,,,1,31,2002,71996967,,120455,,
1031951,12,31,2002,0,,6,28,2002,45939760,,120455,,
1031951,12,31,2003,0,,6,30,2003,48197409,,120455,,
1031951,12,31,2004,1,,6,30,2004,86536378,1,120455,,
1031951,,,2005,,,,,,,,120455,,
789881,9,30,2001,,,1,11,2002,2184751,,21300,,
789881,9,30,2002,,,1,6,2003,"4.479,276",,21300,,
789881,9,30,2003,0,,1,7,2004,16723617,0,21300,,
789881,9,30,2004,0,,3,31,2004,17959125,0,21300,,
789881,,,2005,,,,,,,,21300,,
789881,,,2006,,,,,,,,21300,,
1038280,12,31,2001,,,6,28,2002,43025854,,65630,,
1038280,12,31,2002,0,,6,28,2002,43025854,,65630,,
1038280,12,31,2003,0,,6,30,2003,50274373,,65630,,
1038280,12,31,2004,0,,6,30,2004,44160068,0,65630,,
1038280,12,31,2005,0,,6,30,2005,61916812,0,65630,,
843494,6,30,2001,,,9,15,2001,5224371,,116924,,
843494,6,30,2002,,,9,17,2002,1187529,,116924,,
843494,6,30,2003,0,,9,17,2003,2846497,,116924,,
843494,6,30,2004,0,,9,15,2004,42120064,,116924,,
843494,,,2005,,,,,,,,116924,,
843494,2,28,2006,0,0,8,26,2005,28620943,0,116924,,
931584,12,31,2001,,,3,20,2002,43281345,,31170,,
931584,12,31,2002,0,,2,14,2003,23405298,,31170,,
931584,12,31,2003,0,,2,23,2004,37454810,,31170,,
931584,12,31,2004,0,,6,30,2004,36955562,0,31170,,
931584,12,31,2005,0,0,6,30,2005,14162746,0,31170,,
1005181,12,31,2001,,,3,8,2002,29731000,,62225,,
1005181,12,31,2002,0,,2,20,2003,29159312,,62225,,
1005181,12,31,2003,0,,9,30,2003,31819000,,62225,,
1005181,12,31,2004,0,,6,30,2004,21207000,0,62225,,
1005181,12,31,2005,0,0,6,30,2005,24759000,0,62225,,
708821,12,31,2001,,,3,18,2002,12549000,,8334,,
708821,12,31,2002,,,3,31,2003,18236467,,8334,,
708821,12,31,2003,0,,3,15,2004,39678591,,8334,,
708821,12,31,2004,0,,2,28,2005,60044017,0,8334,,
708821,12,31,2005,1,0,2,28,2006,133231356,1,8334,,
27367,12,31,2001,,,3,11,2001,28203811,,3807,,
27367,12,31,2002,0,,3,26,2003,21202370,,3807,,
27367,12,31,2003,,,3,17,2004,20560997,,3807,,
27367,12,31,2004,,,6,30,2004,31017927,0,3807,,
27367,12,31,2005,0,0,3,31,2005,26368724,0,3807,,
1118941,12,31,2001,,,3,15,2002,30900000,,140736,,
1118941,12,31,2002,0,,6,30,2002,16300000,,140736,,
1118941,12,31,2003,0,,6,30,2003,14400000,,140736,,
1118941,12,31,2004,0,,6,30,2004,48400000,0,140736,,
1118941,12,31,2005,1,0,6,30,2005,329000000,1,140736,,
875359,12,30,2001,,,3,15,2002,21485214,,30789,,
875359,12,29,2002,0,,6,28,2002,32211049,,30789,,
875359,12,28,2003,0,,6,27,2003,27185991,,30789,,
875359,1,2,2005,0,,6,25,2004,52989068,0,30789,,
875359,1,1,2006,0,0,7,1,2005,50837609,0,30789,,
884847,12,31,2001,,,3,1,2002,77366228,,25514,,
884847,12,31,2002,0,,3,3,2003,58528456,,25514,,
884847,12,31,2003,0,,6,30,2003,73524976,,25514,,
884847,12,31,2004,0,,6,30,2004,53447306,0,25514,,
884847,12,31,2005,0,0,6,30,2005,30850063,0,25514,,
864839,12,31,2001,,,12,31,2001,19473268,,28791,,
864839,12,31,2002,0,,12,31,2002,16591392,,28791,,
864839,12,31,2003,0,,12,31,2003,43275554,,28791,,
864839,12,31,2004,,,12,31,2004,34674926,0,28791,,
864839,12,31,2005,0,0,6,30,2005,41006400,0,28791,,
1018354,12,31,2001,,,1,27,2002,4176588,,64209,,
1018354,12,31,2002,0,,6,28,2002,83169511,,64209,,
1018354,12,31,2003,0,,6,30,2003,52174860,,64209,,
1018354,12,31,2004,0,,6,30,2004,52175000,0,64209,,
1018354,12,31,2005,0,0,6,30,2005,25922000,0,64209,,
1269132,,,2001,,,,,,,,111579,,
1269132,,,2002,,,,,,,,111579,,
1269132,,,2003,,,,,,,,111579,,
1269132,12,31,2004,1,,6,30,2004,133100000,1,111579,,
1269132,12,31,2005,1,0,6,30,2005,97700000,1,111579,,
946661,12,31,2001,,,4,12,2002,31360000,,61276,,
946661,12,31,2002,0,,6,28,2002,22106000,,61276,,
946661,12,31,2003,0,,6,30,2003,22365000,,61276,,
946661,12,31,2004,0,,6,30,2004,36002611,0,61276,,
946661,,,2005,,,,,,,,61276,,
878526,12,31,2001,,,3,20,2002,67923975,,144436,,
878526,12,31,2002,0,,6,28,2002,48429496,,144436,,
878526,12,31,2003,0,,6,30,2003,28084657,,144436,,
878526,12,31,2004,0,,6,30,2004,68507000,0,144436,,
878526,12,31,2005,1,0,6,30,2005,148758000,1,144436,,
